2013-10-01,6677200
2013-10-02,7168893
2013-10-03,7809827
2013-10-04,8196635
2013-10-05,6142021
2013-10-07,11062400
2013-10-08,8949093
2013-10-09,8089729
2013-10-10,7809827
2013-10-11,8141538
2013-10-12,6203651
2013-10-14,6571405
2013-10-15,5864402
2013-10-16,5933839
2013-10-17,5861163
2013-10-18,6319569
2013-10-19,5868927
2013-10-21,9833873
2013-10-22,7927560
2013-10-23,7416700
2013-10-24,7378657
2013-10-25,7589058
2013-10-26,5744750
2013-10-28,5831815
2013-10-29,6145546
2013-10-30,6970004
2013-10-31,6807674
2013-11-01,3940492
2013-11-02,7410509
2013-11-04,10568398
2013-11-05,9306571
2013-11-06,8224747
2013-11-07,7951819
2013-11-08,8443830
2013-11-09,6566741
2013-11-11,6423778
2013-11-12,6003149
2013-11-13,6028677
2013-11-14,6140303
2013-11-15,6741987
2013-11-16,6605960
2013-11-18,10528615
2013-11-19,8895888
2013-11-20,7472513
2013-11-21,8084449
2013-11-22,8199106
2013-11-23,6593077
2013-11-25,7204808
2013-11-26,6673704
2013-11-27,6725418
2013-11-28,7262197
2013-11-29,8803269
2013-11-30,8614478
2013-12-02,12972440
2013-12-03,10915444
2013-12-04,10203870
2013-12-05,10296749
2013-12-06,8431475
2013-12-07,7231141
2013-12-09,7607576
2013-12-10,7458243
2013-12-11,7364610
2013-12-12,7520198
2013-12-13,8012317
2013-12-14,7938245
2013-12-16,15623548
2013-12-17,13053993
2013-12-18,12189674
2013-12-19,11740273
2013-12-20,12334496
2013-12-21,10165366
2013-12-23,14350056
2013-12-24,5232808
2013-12-25,12189674
2013-12-26,11740273
2013-12-27,8168568
2013-12-28,6726568
2013-12-30,10192135
2013-12-31,4534864
2014-01-01,8643239
2014-01-02,6980556
2014-01-03,7024253
2014-01-04,6357259
2014-01-06,8661727
2014-01-07,10456932
2014-01-08,8643239
2014-01-09,8016642
2014-01-10,8548672
2014-01-11,6231179
2014-01-13,6089929
2014-01-14,5785842
2014-01-15,5779426
2014-01-16,5720266
2014-01-17,6332625
2014-01-18,6213031
2014-01-20,10648819
2014-01-21,8475207
2014-01-22,7970289
2014-01-23,7625568
2014-01-24,7851977
2014-01-25,5986034
2014-01-27,5689615
2014-01-28,5790602
2014-01-29,5809489
2014-01-30,6313068
2014-01-31,7935853
2014-02-01,6934170
2014-02-03,11757740
2014-02-04,9651472
2014-02-05,8456987
2014-02-06,8226263
2014-02-07,8075318
2014-02-08,6387706
2014-02-10,6451410
2014-02-11,6056843
2014-02-12,6046448
2014-02-13,6180416
2014-02-14,7086640
2014-02-15,6293698
2014-02-17,10675316
2014-02-18,8708285
2014-02-19,7855918
2014-02-20,7738889
2014-02-21,7862313
2014-02-22,6123882
2014-02-24,6036002
2014-02-25,5697449
2014-02-26,5960448
2014-02-27,6006428
2014-02-28,7874307
2014-03-01,7088957
2014-03-03,10254710
2014-03-04,9211960
2014-03-05,8802968
2014-03-06,8444592
2014-03-07,8486290
2014-03-08,6075937
2014-03-10,6204784
2014-03-11,5906003
2014-03-12,5795093
2014-03-13,5898902
2014-03-14,6447567
2014-03-15,6310072
2014-03-17,10311703
2014-03-18,8426401
2014-03-19,7849900
2014-03-20,7179418
2014-03-21,7681649
2014-03-22,6176931
2014-03-24,6506590
2014-03-25,5909575
2014-03-26,5840946
2014-03-27,6024721
2014-03-28,6822072
2014-03-29,6248819
2014-03-31,12062933
2014-04-01,9114237
2014-04-02,8314447
2014-04-03,8215262
2014-04-04,8575005
2014-04-05,6560749
2014-04-07,6624706
2014-04-08,6248167
2014-04-09,6410230
2014-04-10,6524511
2014-04-11,6910251
2014-04-12,6388099
2014-04-14,11683139
2014-04-15,10668363
2014-04-16,10024850
2014-04-17,10357418
2014-04-18,6910251
2014-04-19,8428009
2014-04-21,10667908
2014-04-22,6971756
2014-04-23,5997676
2014-04-24,6039156
2014-04-25,6219955
2014-04-26,5968493
2014-04-28,10667908
2014-04-29,9457130
2014-04-30,10841040
2014-05-01,8356504
2014-05-02,11310699
2014-05-03,6850332
2014-05-05,10797063
2014-05-06,9073871
2014-05-07,8451824
2014-05-08,8356504
2014-05-09,8722646
2014-05-10,6828031
2014-05-12,6383523
2014-05-13,6128627
2014-05-14,6141038
2014-05-15,6252912
2014-05-16,6515173
2014-05-17,6052688
2014-05-19,10104320
2014-05-20,8264365
2014-05-21,7727052
2014-05-22,7517793
2014-05-23,8177009
2014-05-24,6130815
2014-05-26,6489410
2014-05-27,6286135
2014-05-28,7944392
2014-05-29,7517793
2014-05-30,9846892
2014-05-31,6880606
2014-06-02,11662688
2014-06-03,9598519
2014-06-04,8807342
2014-06-05,8812312
2014-06-06,8857173
2014-06-07,6731210
2014-06-09,10692037
2014-06-10,7416071
2014-06-11,6688764
2014-06-12,6939204
2014-06-13,7068339
2014-06-14,6574173
2014-06-16,10692037
2014-06-17,9295150
2014-06-18,9059505
2014-06-19,3307766
2014-06-20,9683407
2014-06-21,6065789
2014-06-23,6604967
2014-06-24,6040970
2014-06-25,5977803
2014-06-26,5802491
2014-06-27,6910940
2014-06-28,6586535
2014-06-30,13308602
2014-07-01,8240050
2014-07-02,7708595
2014-07-03,7204662
2014-07-04,6518718
2014-07-05,5377184
2014-07-07,6059587
2014-07-08,5119383
2014-07-09,4959489
2014-07-10,5729302
2014-07-11,5791635
2014-07-12,5329624
2014-07-14,8607714
2014-07-15,7684994
2014-07-16,7177840
2014-07-17,6837176
2014-07-18,6647315
2014-07-19,4689269
2014-07-21,5690785
2014-07-22,5274595
2014-07-23,5068787
2014-07-24,5179026
2014-07-25,5493418
2014-07-26,4887412
2014-07-28,8536879
2014-07-29,7323566
2014-07-30,7468663
2014-07-31,8284756
2014-08-01,7544719
2014-08-02,5300445
2014-08-04,9062750
2014-08-05,7530345
2014-08-06,6709611
2014-08-07,6772684
2014-08-08,6571862
2014-08-09,4938926
2014-08-11,5850906
2014-08-12,5281785
2014-08-13,5149918
2014-08-14,5395023
2014-08-15,5595129
2014-08-16,5021534
2014-08-18,9250961
2014-08-19,7698449
2014-08-20,7022798
2014-08-21,6616202
2014-08-22,6638319
2014-08-23,4958030
2014-08-25,5750763
2014-08-26,5056366
2014-08-27,5167298
2014-08-28,5355611
2014-08-29,6562758
2014-08-30,5643050
2014-09-01,9737203
2014-09-02,7854744
2014-09-03,7170145
2014-09-04,6799830
2014-09-05,6908744
2014-09-06,5010762
2014-09-08,5655302
2014-09-09,5259862
2014-09-10,5220667
2014-09-11,5288519
2014-09-12,5479788
2014-09-13,5134569
2014-09-15,8724338
2014-09-16,7191134
2014-09-17,6513743
2014-09-18,6397477
2014-09-19,6550530
2014-09-20,4915671
2014-09-22,5277645
2014-09-23,4977122
2014-09-24,4805992
2014-09-25,4969583
2014-09-26,5320736
2014-09-27,4975386
2014-09-29,8548286
2014-09-30,8893788
2014-10-01,7702334
2014-10-02,8155792
2014-10-03,7047404
2014-10-04,6426083
2014-10-06,9028634
2014-10-07,7332784
2014-10-08,6869767
2014-10-09,6816808
2014-10-10,7047404
2014-10-11,5190193
2014-10-13,5445980
2014-10-14,5213744
2014-10-15,5110401
2014-10-16,5179446
2014-10-17,5449686
2014-10-18,4945733
2014-10-20,8078830
2014-10-21,6677374
2014-10-22,6129832
2014-10-23,6463607
2014-10-24,6523289
2014-10-25,4894704
2014-10-27,5508341
2014-10-28,5163755
2014-10-29,5285015
2014-10-30,6271893
2014-10-31,6106412
2014-11-01,3522395
2014-11-03,9953793
2014-11-04,8181287
2014-11-05,7493001
2014-11-06,7184058
2014-11-07,7298281
2014-11-08,5629423
2014-11-10,8095306
2014-11-11,7083145
2014-11-12,6686356
2014-11-13,6750180
2014-11-14,7064885
2014-11-15,5576429
2014-11-17,5849735
2014-11-18,5367537
2014-11-19,4888765
2014-11-20,5575878
2014-11-21,5816514
2014-11-22,5522528
2014-11-24,9020315
2014-11-25,7868758
2014-11-26,7518283
2014-11-27,7867510
2014-11-28,9172722
2014-11-29,7305547
2014-12-01,10276971
2014-12-02,8843822
2014-12-03,8258019
2014-12-04,8554042
2014-12-05,9801856
2014-12-06,6479401
2014-12-08,6560015
2014-12-09,6329729
2014-12-10,5909802
2014-12-11,6156944
2014-12-12,6501211
2014-12-13,6779226
2014-12-15,12133381
2014-12-16,10621060
2014-12-17,9483386
2014-12-18,9808212
2014-12-19,9518489
2014-12-20,7956411
2014-12-22,11007641
2014-12-23,10712124
2014-12-24,4612716
2014-12-25,9808212
2014-12-26,9518489
2014-12-27,5710292
2014-12-29,7291426
2014-12-30,7665743
2014-12-31,3895591
2015-01-01,7646645
2015-01-02,7561431
2015-01-03,6150311
2015-01-05,11303805
2015-01-06,6791481
2015-01-07,8621857
2015-01-08,7646645
2015-01-09,7945387
2015-01-10,6277742
2015-01-12,9840664
2015-01-13,8538569
2015-01-14,7881690
2015-01-15,7774935
2015-01-16,8456148
2015-01-17,6525692
2015-01-19,6386391
2015-01-20,5744162
2015-01-21,5882045
2015-01-22,5933913
2015-01-23,6326166
2015-01-24,5811369
2015-01-26,9401803
2015-01-27,8392342
2015-01-28,7930037
2015-01-29,8024066
2015-01-30,9454954
2015-01-31,7354597
2015-02-02,10291172
2015-02-03,8904680
2015-02-04,8136074
2015-02-05,7973916
2015-02-06,8439787
2015-02-07,6594669
2015-02-09,6477197
2015-02-10,6345089
2015-02-11,6393495
2015-02-12,6151076
2015-02-13,7212357
2015-02-14,6701361
2015-02-16,9321996
2015-02-17,8299474
2015-02-18,8058390
2015-02-19,8031173
2015-02-20,8094451
2015-02-21,6290922
2015-02-23,5984980
2015-02-24,6021986
2015-02-25,6028364
2015-02-26,6471718
2015-02-27,7778945
2015-02-28,7421745
2015-03-02,10933146
2015-03-03,9234921
2015-03-04,8421680
2015-03-05,8263354
2015-03-06,8504508
2015-03-07,6565020
2015-03-09,6765029
2015-03-10,6211021
2015-03-11,6272025
2015-03-12,6376255
2015-03-13,6942094
2015-03-14,6625997
2015-03-16,10877344
2015-03-17,8792886
2015-03-18,7993269
2015-03-19,8073881
2015-03-20,8291098
2015-03-21,6398094
2015-03-23,6788834
2015-03-24,6226359
2015-03-25,6073784
2015-03-26,6362734
2015-03-27,7078009
2015-03-28,6829093
2015-03-30,12371453
2015-03-31,11222913
2015-04-01,11102030
2015-04-02,11400447
2015-04-03,6669239
2015-04-04,9366558
2015-04-06,11075002
2015-04-07,7896155
2015-04-08,6790649
2015-04-09,6560475
2015-04-10,6669239
2015-04-11,6445499
2015-04-13,11075002
2015-04-14,9166055
2015-04-15,8002511
2015-04-16,8396675
2015-04-17,8738327
2015-04-18,6569186
2015-04-20,6588863
2015-04-21,6039464
2015-04-22,6082195
2015-04-23,6153519
2015-04-24,6367560
2015-04-25,6305451
2015-04-27,10605500
2015-04-28,9302980
2015-04-29,9517703
2015-04-30,11327847
2015-05-01,8665512
2015-05-02,8764984
2015-05-04,10995906
2015-05-05,8778928
2015-05-06,8633577
2015-05-07,8550616
2015-05-08,8665512
2015-05-09,7157061
2015-05-11,6732629
2015-05-12,6686277
2015-05-13,8147927
2015-05-14,8228411
2015-05-15,8596524
2015-05-16,6497847
2015-05-18,10603240
2015-05-19,8925994
2015-05-20,8355497
2015-05-21,8228411
2015-05-22,8352281
2015-05-23,6773815
2015-05-25,11743615
2015-05-26,7776413
2015-05-27,6876443
2015-05-28,6974793
2015-05-29,8372820
2015-05-30,7546769
2015-06-01,11743615
2015-06-02,9925193
2015-06-03,9731791
2015-06-04,3534231
2015-06-05,9724893
2015-06-06,6478518
2015-06-08,7366781
2015-06-09,6865990
2015-06-10,6524741
2015-06-11,6553081
2015-06-12,6606431
2015-06-13,6510261
2015-06-15,11570100
2015-06-16,9636747
2015-06-17,8618478
2015-06-18,8191358
2015-06-19,8458252
2015-06-20,6390661
2015-06-22,6552538
2015-06-23,6292372
2015-06-24,6257424
2015-06-25,6211764
2015-06-26,6634687
2015-06-27,6538314
2015-06-29,11916672
2015-06-30,11483932
2015-07-01,8989672
2015-07-02,8446293
2015-07-03,8530388
2015-07-04,6054276
2015-07-06,7540473
2015-07-07,6393024
2015-07-08,6915625
2015-07-09,6938182
2015-07-10,7064909
2015-07-11,6262022
2015-07-13,10841267
2015-07-14,9340405
2015-07-15,8756137
2015-07-16,8373873
2015-07-17,7949337
2015-07-18,6448982
2015-07-20,7339321
2015-07-21,6356482
2015-07-22,6110388
2015-07-23,6687068
2015-07-24,6601325
2015-07-25,6021666
2015-07-27,10707292
2015-07-28,9115073
2015-07-29,8499962
2015-07-30,8798854
2015-07-31,10109742
